Procedure Code Category,ICD-10 CODES,Procedure Code Descriptions
CHOL,0FT44ZZ,"Resection of Gallbladder, Percutaneous Endoscopic Approach"
CHOL,0FW400Z,"Revision of Drainage Device in Gallbladder, Open Approach"
CHOL,0FW402Z,"Revision of Monitoring Device in Gallbladder, Open Approach"
CHOL,0FW403Z,"Revision of Infusion Device in Gallbladder, Open Approach"
CHOL,0FW40DZ,"Revision of Intraluminal Device in Gallbladder, Open Approach"
CHOL,0FW440Z,"Revision of Drainage Device in Gallbladder, Percutaneous Endoscopic Approach"
CHOL,0FW442Z,"Revision of Monitoring Device in Gallbladder, Percutaneous Endoscopic Approach"
CHOL,0FW443Z,"Revision of Infusion Device in Gallbladder, Percutaneous Endoscopic Approach"
CHOL,0FW44DZ,"Revision of Intraluminal Device in Gallbladder, Percutaneous Endoscopic Approach"
COLO,0D1607L,"Bypass Stomach to Transverse Colon with Autologous Tissue Substitute, Open Approach"
COLO,0D160JL,"Bypass Stomach to Transverse Colon with Synthetic Substitute, Open Approach"
COLO,0D160KL,"Bypass Stomach to Transverse Colon with Nonautologous Tissue Substitute, Open Approach"
COLO,0D160ZL,"Bypass Stomach to Transverse Colon, Open Approach"
COLO,0D1647L,"Bypass Stomach to Transverse Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
COLO,0D164JL,"Bypass Stomach to Transverse Colon with Synthetic Substitute, Percutaneous Endoscopic Approach"
COLO,0D164KL,"Bypass Stomach to Transverse Colon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
COLO,0D164ZL,"Bypass Stomach to Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0D190ZL,"Bypass Duodenum to Transverse Colon, Open Approach"
COLO,0D194ZL,"Bypass Duodenum to Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0D1A0ZH,"Bypass Jejunum to Cecum, Open Approach"
COLO,0D1A0ZK,"Bypass Jejunum to Ascending Colon, Open Approach"
COLO,0D1A0ZL,"Bypass Jejunum to Transverse Colon, Open Approach"
COLO,0D1A0ZM,"Bypass Jejunum to Descending Colon, Open Approach"
COLO,0D1A0ZN,"Bypass Jejunum to Sigmoid Colon, Open Approach"
COLO,0D1A4ZH,"Bypass Jejunum to Cecum, Percutaneous Endoscopic Approach"
COLO,0D1A4ZK,"Bypass Jejunum to Ascending Colon, Percutaneous Endoscopic Approach"
COLO,0D1A4ZL,"Bypass Jejunum to Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0D1A4ZM,"Bypass Jejunum to Descending Colon, Percutaneous Endoscopic Approach"
COLO,0D1A4ZN,"Bypass Jejunum to Sigmoid Colon, Percutaneous Endoscopic Approach"
COLO,0D1B0ZH,"Bypass Ileum to Cecum, Open Approach"
COLO,0D1B0ZK,"Bypass Ileum to Ascending Colon, Open Approach"
COLO,0D1B0ZL,"Bypass Ileum to Transverse Colon, Open Approach"
COLO,0D1B0ZM,"Bypass Ileum to Descending Colon, Open Approach"
COLO,0D1B0ZN,"Bypass Ileum to Sigmoid Colon, Open Approach"
COLO,0D1B4ZH,"Bypass Ileum to Cecum, Percutaneous Endoscopic Approach"
COLO,0D1B4ZK,"Bypass Ileum to Ascending Colon, Percutaneous Endoscopic Approach"
COLO,0D1B4ZL,"Bypass Ileum to Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0D1B4ZM,"Bypass Ileum to Descending Colon, Percutaneous Endoscopic Approach"
COLO,0D1B4ZN,"Bypass Ileum to Sigmoid Colon, Percutaneous Endoscopic Approach"
COLO,0D1H0Z4,"Bypass Cecum to Cutaneous, Open Approach"
COLO,0D1H0ZK,"Bypass Cecum to Ascending Colon, Open Approach"
COLO,0D1H0ZL,"Bypass Cecum to Transverse Colon, Open Approach"
COLO,0D1H0ZM,"Bypass Cecum to Descending Colon, Open Approach"
COLO,0D1H0ZN,"Bypass Cecum to Sigmoid Colon, Open Approach"
COLO,0D1H4Z4,"Bypass Cecum to Cutaneous, Percutaneous Endoscopic Approach"
COLO,0D1H4ZK,"Bypass Cecum to Ascending Colon, Percutaneous Endoscopic Approach"
COLO,0D1H4ZL,"Bypass Cecum to Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0D1H4ZM,"Bypass Cecum to Descending Colon, Percutaneous Endoscopic Approach"
COLO,0D1H4ZN,"Bypass Cecum to Sigmoid Colon, Percutaneous Endoscopic Approach"
COLO,0D1K0Z4,"Bypass Ascending Colon to Cutaneous, Open Approach"
COLO,0D1K0ZL,"Bypass Ascending Colon to Transverse Colon, Open Approach"
COLO,0D1K0ZM,"Bypass Ascending Colon to Descending Colon, Open Approach"
COLO,0D1K0ZN,"Bypass Ascending Colon to Sigmoid Colon, Open Approach"
COLO,0D1K4Z4,"Bypass Ascending Colon to Cutaneous, Percutaneous Endoscopic Approach"
COLO,0D1K4ZL,"Bypass Ascending Colon to Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0D1K4ZM,"Bypass Ascending Colon to Descending Colon, Percutaneous Endoscopic Approach"
COLO,0D1K4ZN,"Bypass Ascending Colon to Sigmoid Colon, Percutaneous Endoscopic Approach"
COLO,0D1L0Z4,"Bypass Transverse Colon to Cutaneous, Open Approach"
COLO,0D1L0ZM,"Bypass Transverse Colon to Descending Colon, Open Approach"
COLO,0D1L0ZN,"Bypass Transverse Colon to Sigmoid Colon, Open Approach"
COLO,0D1L4Z4,"Bypass Transverse Colon to Cutaneous, Percutaneous Endoscopic Approach"
COLO,0D1L4ZM,"Bypass Transverse Colon to Descending Colon, Percutaneous Endoscopic Approach"
COLO,0D1L4ZN,"Bypass Transverse Colon to Sigmoid Colon, Percutaneous Endoscopic Approach"
COLO,0D1M0Z4,"Bypass Descending Colon to Cutaneous, Open Approach"
COLO,0D1M0ZN,"Bypass Descending Colon to Sigmoid Colon, Open Approach"
COLO,0D1M4Z4,"Bypass Descending Colon to Cutaneous, Percutaneous Endoscopic Approach"
COLO,0D1M4ZN,"Bypass Descending Colon to Sigmoid Colon, Percutaneous Endoscopic Approach"
COLO,0D1N0Z4,"Bypass Sigmoid Colon to Cutaneous, Open Approach"
COLO,0D1N4Z4,"Bypass Sigmoid Colon to Cutaneous, Percutaneous Endoscopic Approach"
COLO,0D9C00Z,"Drainage of Ileocecal Valve with Drainage Device, Open Approach"
COLO,0D9C0ZX,"Drainage of Ileocecal Valve, Open Approach, Diagnostic"
COLO,0D9C0ZZ,"Drainage of Ileocecal Valve, Open Approach"
COLO,0D9C40Z,"Drainage of Ileocecal Valve with Drainage Device, Percutaneous Endoscopic Approach"
COLO,0D9C4ZX,"Drainage of Ileocecal Valve, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0D9C4ZZ,"Drainage of Ileocecal Valve, Percutaneous Endoscopic Approach"
COLO,0D9E00Z,"Drainage of Large Intestine with Drainage Device, Open Approach"
COLO,0D9E0ZX,"Drainage of Large Intestine, Open Approach, Diagnostic"
COLO,0D9E0ZZ,"Drainage of Large Intestine, Open Approach"
COLO,0D9E40Z ,"Drainage of Large Intestine with Drainage Device, Percutaneous Endoscopic Approach"
COLO,0D9E4ZX,"Drainage of Large Intestine, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0D9E4ZZ,"Drainage of Large Intestine, Percutaneous Endoscopic Approach"
COLO,0D9F0ZX,"Drainage of Right Large Intestine, Open Approach, Diagnostic"
COLO,0D9G0ZX,"Drainage of Left Large Intestine, Open Approach, Diagnostic"
COLO,0D9H0ZX,"Drainage of Cecum, Open Approach, Diagnostic"
COLO,0D9H4ZX,"Drainage of Cecum, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0D9K0ZX,"Drainage of Ascending Colon, Open Approach, Diagnostic"
COLO,0D9L0ZX,"Drainage of Transverse Colon, Open Approach, Diagnostic"
COLO,0D9M0ZX,"Drainage of Descending Colon, Open Approach, Diagnostic"
COLO,0D9N0ZX,"Drainage of Sigmoid Colon, Open Approach, Diagnostic"
COLO,0DBC0ZX,"Excision of Ileocecal Valve, Open Approach, Diagnostic"
COLO,0DBC0ZZ,"Excision of Ileocecal Valve, Open Approach"
COLO,0DBC4ZZ,"Excision of Ileocecal Valve, Percutaneous Endoscopic Approach"
COLO,0DBE0ZX,"Excision of Large Intestine, Open Approach, Diagnostic"
COLO,0DBE0ZZ,"Excision of Large Intestine, Open Approach"
COLO,0DBE4ZX,"Excision of Large Intestine, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0DBE4ZZ,"Excision of Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DBF0ZX,"Excision of Right Large Intestine, Open Approach, Diagnostic"
COLO,0DBF0ZZ,"Excision of Right Large Intestine, Open Approach"
COLO,0DBF4ZX,"Excision of Right Large Intestine, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0DBF4ZZ,"Excision of Right Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DBG0ZX,"Excision of Left Large Intestine, Open Approach, Diagnostic"
COLO,0DBG0ZZ,"Excision of Left Large Intestine, Open Approach"
COLO,0DBG4ZX,"Excision of Left Large Intestine, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0DBG4ZZ,"Excision of Left Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DBH0ZX,"Excision of Cecum, Open Approach, Diagnostic"
COLO,0DBH0ZZ,"Excision of Cecum, Open Approach"
COLO,0DBH4ZX,"Excision of Cecum, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0DBH4ZZ,"Excision of Cecum, Percutaneous Endoscopic Approach"
COLO,0DBK0ZX,"Excision of Ascending Colon, Open Approach, Diagnostic"
COLO,0DBK0ZZ,"Excision of Ascending Colon, Open Approach"
COLO,0DBK4ZX,"Excision of Ascending Colon, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0DBK4ZZ,"Excision of Ascending Colon, Percutaneous Endoscopic Approach"
COLO,0DBL0ZX,"Excision of Transverse Colon, Open Approach, Diagnostic"
COLO,0DBL0ZZ,"Excision of Transverse Colon, Open Approach"
COLO,0DBL4ZX,"Excision of Transverse Colon, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0DBL4ZZ,"Excision of Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0DBM0ZX,"Excision of Descending Colon, Open Approach, Diagnostic"
COLO,0DBM0ZZ,"Excision of Descending Colon, Open Approach"
COLO,0DBM4ZX,"Excision of Descending Colon, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0DBM4ZZ,"Excision of Descending Colon, Percutaneous Endoscopic Approach"
COLO,0DBN0ZX,"Excision of Sigmoid Colon, Open Approach, Diagnostic"
COLO,0DBN0ZZ,"Excision of Sigmoid Colon, Open Approach"
COLO,0DBN4ZX,"Excision of Sigmoid Colon, Percutaneous Endoscopic Approach, Diagnostic"
COLO,0DBN4ZZ,"Excision of Sigmoid Colon, Percutaneous Endoscopic Approach"
COLO,0DQC0ZZ,"Repair Ileocecal Valve, Open Approach"
COLO,0DQC4ZZ,"Repair Ileocecal Valve, Percutaneous Endoscopic Approach"
COLO,0DQE0ZZ,"Repair Large Intestine, Open Approach"
COLO,0DQE4ZZ,"Repair Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DQF0ZZ,"Repair Right Large Intestine, Open Approach"
COLO,0DQF4ZZ,"Repair Right Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DQG0ZZ,"Repair Left Large Intestine, Open Approach"
COLO,0DQG4ZZ,"Repair Left Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DQH0ZZ,"Repair Cecum, Open Approach"
COLO,0DQH4ZZ,"Repair Cecum, Percutaneous Endoscopic Approach"
COLO,0DQK0ZZ,"Repair Ascending Colon, Open Approach"
COLO,0DQK4ZZ,"Repair Ascending Colon, Percutaneous Endoscopic Approach"
COLO,0DQL0ZZ,"Repair Transverse Colon, Open Approach"
COLO,0DQL4ZZ,"Repair Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0DQM0ZZ,"Repair Descending Colon, Open Approach"
COLO,0DQM4ZZ,"Repair Descending Colon, Percutaneous Endoscopic Approach"
COLO,0DQN0ZZ,"Repair Sigmoid Colon, Open Approach"
COLO,0DQN4ZZ,"Repair Sigmoid Colon, Percutaneous Endoscopic Approach"
COLO,0DTC0ZZ,"Resection of Ileocecal Valve, Open Approach"
COLO,0DTC4ZZ,"Resection of Ileocecal Valve, Percutaneous Endoscopic Approach"
COLO,0DTE0ZZ,"Resection of Large Intestine, Open Approach"
COLO,0DTE4ZZ,"Resection of Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DTF0ZZ,"Resection of Right Large Intestine, Open Approach"
COLO,0DTF4ZZ,"Resection of Right Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DTG0ZZ,"Resection of Left Large Intestine, Open Approach"
COLO,0DTG4ZZ,"Resection of Left Large Intestine, Percutaneous Endoscopic Approach"
COLO,0DTH0ZZ,"Resection of Cecum, Open Approach"
COLO,0DTH4ZZ,"Resection of Cecum, Percutaneous Endoscopic Approach"
COLO,0DTK0ZZ,"Resection of Ascending Colon, Open Approach"
COLO,0DTK4ZZ,"Resection of Ascending Colon, Percutaneous Endoscopic Approach"
COLO,0DTL0ZZ,"Resection of Transverse Colon, Open Approach"
COLO,0DTL4ZZ,"Resection of Transverse Colon, Percutaneous Endoscopic Approach"
COLO,0DTM0ZZ,"Resection of Descending Colon, Open Approach"
COLO,0DTM4ZZ,"Resection of Descending Colon, Percutaneous Endoscopic Approach"
COLO,0DTN0ZZ,"Resection of Sigmoid Colon, Open Approach"
COLO,0DTN4ZZ,"Resection of Sigmoid Colon, Percutaneous Endoscopic Approach"
CRAN,00500ZZ,"Destruction of Brain, Open Approach"
CRAN,00503ZZ,"Destruction of Brain, Percutaneous Approach"
CRAN,00504ZZ,"Destruction of Brain, Percutaneous Endoscopic Approach"
CRAN,00510ZZ,"Destruction of Cerebral Meninges, Open Approach"
CRAN,00513ZZ,"Destruction of Cerebral Meninges, Percutaneous Approach"
CRAN,00514ZZ,"Destruction of Cerebral Meninges, Percutaneous Endoscopic Approach"
CRAN,00520ZZ,"Destruction of Dura Mater, Open Approach"
CRAN,00523ZZ,"Destruction of Dura Mater, Percutaneous Approach"
CRAN,00524ZZ,"Destruction of Dura Mater, Percutaneous Endoscopic Approach"
CRAN,00560ZZ,"Destruction of Cerebral Ventricle, Open Approach"
CRAN,00563ZZ,"Destruction of Cerebral Ventricle, Percutaneous Approach"
CRAN,00564ZZ,"Destruction of Cerebral Ventricle, Percutaneous Endoscopic Approach"
CRAN,00570ZZ,"Destruction of Cerebral Hemisphere, Open Approach"
CRAN,00573ZZ,"Destruction of Cerebral Hemisphere, Percutaneous Approach"
CRAN,00574ZZ,"Destruction of Cerebral Hemisphere, Percutaneous Endoscopic Approach"
CRAN,00580ZZ,"Destruction of Basal Ganglia, Open Approach"
CRAN,00583ZZ,"Destruction of Basal Ganglia, Percutaneous Approach"
CRAN,00584ZZ,"Destruction of Basal Ganglia, Percutaneous Endoscopic Approach"
CRAN,00590ZZ,"Destruction of Thalamus, Open Approach"
CRAN,00593ZZ,"Destruction of Thalamus, Percutaneous Approach"
CRAN,00594ZZ,"Destruction of Thalamus, Percutaneous Endoscopic Approach"
CRAN,005A0ZZ,"Destruction of Hypothalamus, Open Approach"
CRAN,005A3ZZ,"Destruction of Hypothalamus, Percutaneous Approach"
CRAN,005A4ZZ,"Destruction of Hypothalamus, Percutaneous Endoscopic Approach"
CRAN,005B0ZZ,"Destruction of Pons, Open Approach"
CRAN,005B3ZZ,"Destruction of Pons, Percutaneous Approach"
CRAN,005B4ZZ,"Destruction of Pons, Percutaneous Endoscopic Approach"
CRAN,005C0ZZ,"Destruction of Cerebellum, Open Approach"
CRAN,005C3ZZ,"Destruction of Cerebellum, Percutaneous Approach"
CRAN,005C4ZZ,"Destruction of Cerebellum, Percutaneous Endoscopic Approach"
CRAN,005D0ZZ,"Destruction of Medulla Oblongata, Open Approach"
CRAN,005D3ZZ,"Destruction of Medulla Oblongata, Percutaneous Approach"
CRAN,005D4ZZ,"Destruction of Medulla Oblongata, Percutaneous Endoscopic Approach"
CRAN,00800ZZ,"Division of Brain, Open Approach"
CRAN,00803ZZ,"Division of Brain, Percutaneous Approach"
CRAN,00804ZZ,"Division of Brain, Percutaneous Endoscopic Approach"
CRAN,00870ZZ,"Division of Cerebral Hemisphere, Open Approach"
CRAN,00873ZZ,"Division of Cerebral Hemisphere, Percutaneous Approach"
CRAN,00874ZZ,"Division of Cerebral Hemisphere, Percutaneous Endoscopic Approach"
CRAN,00880ZZ,"Division of Basal Ganglia, Open Approach"
CRAN,00883ZZ,"Division of Basal Ganglia, Percutaneous Approach"
CRAN,00884ZZ,"Division of Basal Ganglia, Percutaneous Endoscopic Approach"
CRAN,008F0ZZ,"Division of Olfactory Nerve, Open Approach"
CRAN,008F3ZZ,"Division of Olfactory Nerve, Percutaneous Approach"
CRAN,008F4ZZ,"Division of Olfactory Nerve, Percutaneous Endoscopic Approach"
CRAN,008G0ZZ,"Division of Optic Nerve, Open Approach"
CRAN,008G3ZZ,"Division of Optic Nerve, Percutaneous Approach"
CRAN,008G4ZZ,"Division of Optic Nerve, Percutaneous Endoscopic Approach"
CRAN,008H0ZZ,"Division of Oculomotor Nerve, Open Approach"
CRAN,008H3ZZ,"Division of Oculomotor Nerve, Percutaneous Approach"
CRAN,008H4ZZ,"Division of Oculomotor Nerve, Percutaneous Endoscopic Approach"
CRAN,008J0ZZ,"Division of Trochlear Nerve, Open Approach"
CRAN,008J3ZZ,"Division of Trochlear Nerve, Percutaneous Approach"
CRAN,008J4ZZ,"Division of Trochlear Nerve, Percutaneous Endoscopic Approach"
CRAN,008L0ZZ,"Division of Abducens Nerve, Open Approach"
CRAN,008L3ZZ,"Division of Abducens Nerve, Percutaneous Approach"
CRAN,008L4ZZ,"Division of Abducens Nerve, Percutaneous Endoscopic Approach"
CRAN,008N0ZZ,"Division of Acoustic Nerve, Open Approach"
CRAN,008N3ZZ,"Division of Acoustic Nerve, Percutaneous Approach"
CRAN,008N4ZZ,"Division of Acoustic Nerve, Percutaneous Endoscopic Approach"
CRAN,008R0ZZ,"Division of Accessory Nerve, Open Approach"
CRAN,008R3ZZ,"Division of Accessory Nerve, Percutaneous Approach"
CRAN,008R4ZZ,"Division of Accessory Nerve, Percutaneous Endoscopic Approach"
CRAN,00900ZX,"Drainage of Brain, Open Approach, Diagnostic"
CRAN,00900ZZ,"Drainage of Brain, Open Approach"
CRAN,00903ZX,"Drainage of Brain, Percutaneous Approach, Diagnostic"
CRAN,00903ZZ,"Drainage of Brain, Percutaneous Approach"
CRAN,00904ZX,"Drainage of Brain, Percutaneous Endoscopic Approach, Diagnostic"
CRAN,00904ZZ,"Drainage of Brain, Percutaneous Endoscopic Approach"
CRAN,00910ZX,"Drainage of Cerebral Meninges, Open Approach, Diagnostic"
CRAN,00910ZZ,"Drainage of Cerebral Meninges, Open Approach"
CRAN,00913ZX,"Drainage of Cerebral Meninges, Percutaneous Approach, Diagnostic"
CRAN,00913ZZ,"Drainage of Cerebral Meninges, Percutaneous Approach"
CRAN,00914ZX,"Drainage of Cerebral Meninges, Percutaneous Endoscopic Approach, Diagnostic"
CRAN,00914ZZ,"Drainage of Cerebral Meninges, Percutaneous Endoscopic Approach"
CRAN,00920ZX,"Drainage of Dura Mater, Open Approach, Diagnostic"
CRAN,00920ZZ,"Drainage of Dura Mater, Open Approach"
CRAN,00923ZX,"Drainage of Dura Mater, Percutaneous Approach, Diagnostic"
